日期,成交笔数,开盘持仓,收盘持仓,成交额,手续费,滑点,交易盈亏,持仓盈亏,总盈亏,净盈亏,收益走势
2020/10/20,2,0.013503129,-0.039295181,1989.65,0.8,0,29.78,-16.96,12.82,12.02,1310.61
2020/10/21,2,-0.039295181,0.013531021,2002.38,0.8,0,71,-83.66,-12.66,-13.46,1297.15
2020/10/22,0,0.013531021,0.013531021,0,0,0,0,30.35,30.35,30.35,1327.5
2020/10/23,0,0.013531021,0.013531021,0,0,0,0,-3.53,-3.53,-3.53,1323.97
2020/10/24,2,0.013531021,-0.03571187,1993.5,0.8,0,-47.42,2.91,-44.51,-45.31,1278.66
2020/10/25,0,-0.03571187,-0.03571187,0,0,0,0,29.82,29.82,29.82,1308.48
2020/10/26,0,-0.03571187,-0.03571187,0,0,0,0,43.64,43.64,43.64,1352.12
2020/10/27,2,-0.03571187,0.014202029,2005.99,0.8,0,22.51,-44.68,-22.16,-22.97,1329.15
2020/10/28,2,0.014202029,-0.036739109,1994.6,0.8,0,20.83,-26.9,-6.06,-6.86,1322.29
2020/10/29,0,-0.036739109,-0.036739109,0,0,0,0,-12.01,-12.01,-12.01,1310.28
2020/10/30,0,-0.036739109,-0.036739109,0,0,0,0,31.71,31.71,31.71,1341.99
2020/10/31,2,-0.036739109,0.014549518,2003.28,0.8,0,-2.77,-29.21,-31.98,-32.78,1309.21
2020/11/1,0,0.014549518,0.014549518,0,0,0,0,-2.31,-2.31,-2.31,1306.9
2020/11/2,5,0.014549518,-0.01068565,4928.31,1.97,0,-47.51,-4.93,-52.44,-54.42,1252.48
2020/11/3,0,-0.01068565,-0.01068565,0,0,0,0,3.98,3.98,3.98,1256.46
2020/11/4,2,-0.01068565,0.040903289,2005.88,0.8,0,-27.03,-2.38,-29.42,-30.22,1226.24
2020/11/5,0,0.040903289,0.040903289,0,0,0,0,126.6,126.6,126.6,1352.84
2020/11/6,0,0.040903289,0.040903289,0,0,0,0,86.18,86.18,86.18,1439.02
2020/11/7,0,0.040903289,0.040903289,0,0,0,0,51.25,51.25,51.25,1490.27
2020/11/8,2,0.040903289,-0.005465996,1982.66,0.79,0,-124.64,25.89,-98.75,-99.54,1390.73
2020/11/9,0,-0.005465996,-0.005465996,0,0,0,0,8.99,8.99,8.99,1399.72
2020/11/10,2,-0.005465996,0.03927273,2002.68,0.8,0,-18.79,-2.96,-21.75,-22.55,1377.17
2020/11/11,0,0.03927273,0.03927273,0,0,0,0,74.38,74.38,74.38,1451.55
2020/11/12,0,0.03927273,0.03927273,0,0,0,0,-2.98,-2.98,-2.98,1448.57
2020/11/13,0,0.03927273,0.03927273,0,0,0,0,31.81,31.81,31.81,1480.38
2020/11/14,2,0.03927273,-0.004371569,1990.7,0.8,0,-12.26,-42.38,-54.64,-55.44,1424.94
2020/11/15,0,-0.004371569,-0.004371569,0,0,0,0,1.11,1.11,1.11,1426.05
2020/11/16,0,-0.004371569,-0.004371569,0,0,0,0,-1.4,-1.4,-1.4,1424.65
2020/11/17,2,-0.004371569,0.038466908,2004.67,0.8,0,26.3,-6.34,19.96,19.16,1443.81
2020/11/18,5,0.038466908,0.017004254,4943.77,1.98,0,-98.56,0.08,-98.49,-100.46,1343.35
2020/11/19,0,0.017004254,0.017004254,0,0,0,0,2.89,2.89,2.89,1346.24
2020/11/20,0,0.017004254,0.017004254,0,0,0,0,50.04,50.04,50.04,1396.28
2020/11/21,0,0.017004254,0.017004254,0,0,0,0,54.96,54.96,54.96,1451.24
2020/11/22,2,0.017004254,-0.021588649,1987.88,0.8,0,-75.87,-4.8,-80.67,-81.46,1369.78
2020/11/23,2,-0.021588649,0.014512434,2007.8,0.8,0,124.95,-120.94,4.01,3.2,1372.98
2020/11/24,0,0.014512434,0.014512434,0,0,0,0,25.12,25.12,25.12,1398.1
2020/11/25,2,0.014512434,-0.019720659,1994.08,0.8,0,-40.36,-20.01,-60.37,-61.17,1336.93
2020/11/26,0,-0.019720659,-0.019720659,0,0,0,0,169.5,169.5,169.5,1506.43
2020/11/27,0,-0.019720659,-0.019720659,0,0,0,0,23.29,23.29,23.29,1529.72
2020/11/28,2,-0.019720659,0.019057067,2002.87,0.8,0,66.08,-72.99,-6.91,-7.71,1522.01
2020/11/29,0,0.019057067,0.019057067,0,0,0,0,40.13,40.13,40.13,1562.14
2020/11/30,0,0.019057067,0.019057067,0,0,0,0,81.34,81.34,81.34,1643.48
2020/12/1,0,0.019057067,0.019057067,0,0,0,0,14.01,14.01,14.01,1657.49
2020/12/2,0,0.019057067,0.019057067,0,0,0,0,-27.88,-27.88,-27.88,1629.61
2020/12/3,0,0.019057067,0.019057067,0,0,0,0,56.58,56.58,56.58,1686.19
2020/12/4,2,0.019057067,-0.014229111,1989.65,0.8,0,35.55,-62.18,-26.63,-27.43,1658.76
2020/12/5,0,-0.014229111,-0.014229111,0,0,0,0,-7.77,-7.77,-7.77,1650.99
2020/12/6,2,-0.014229111,0.018764389,2003.96,0.8,0,-41.54,-3.23,-44.77,-45.57,1605.42
2020/12/7,0,0.018764389,0.018764389,0,0,0,0,-0.06,-0.06,-0.06,1605.36
2020/12/8,2,0.018764389,-0.015200695,1991.24,0.8,0,39.81,-37.94,1.87,1.07,1606.43
2020/12/9,0,-0.015200695,-0.015200695,0,0,0,0,9.65,9.65,9.65,1616.08
2020/12/10,0,-0.015200695,-0.015200695,0,0,0,0,15.78,15.78,15.78,1631.86
2020/12/11,0,-0.015200695,-0.015200695,0,0,0,0,5.46,5.46,5.46,1637.32
2020/12/12,0,-0.015200695,-0.015200695,0,0,0,0,-0.24,-0.24,-0.24,1637.08
2020/12/13,2,-0.015200695,0.020493194,2004.25,0.8,0,86.2,-47.55,38.65,37.85,1674.93
2020/12/14,0,0.020493194,0.020493194,0,0,0,0,-3.59,-3.59,-3.59,1671.34
2020/12/15,0,0.020493194,0.020493194,0,0,0,0,4.45,4.45,4.45,1675.79
2020/12/16,0,0.020493194,0.020493194,0,0,0,0,70.76,70.76,70.76,1746.55
2020/12/17,0,0.020493194,0.020493194,0,0,0,0,93.96,93.96,93.96,1840.51
2020/12/18,2,0.020493194,-0.010712435,1972.6,0.79,0,-19.29,-57.69,-76.97,-77.76,1762.75
2020/12/19,2,-0.010712435,0.019622769,2000.85,0.8,0,-11.16,-18.84,-30.01,-30.81,1731.94
2020/12/20,0,0.019622769,0.019622769,0,0,0,0,-2.04,-2.04,-2.04,1729.9
2020/12/21,2,0.019622769,-0.011583834,1985.93,0.79,0,68.25,-79.18,-10.93,-11.72,1718.18
2020/12/22,0,-0.011583834,-0.011583834,0,0,0,0,-14.6,-14.6,-14.6,1703.58
2020/12/23,0,-0.011583834,-0.011583834,0,0,0,0,24.59,24.59,24.59,1728.17
2020/12/24,0,-0.011583834,-0.011583834,0,0,0,0,15.65,15.65,15.65,1743.82
2020/12/25,2,-0.011583834,0.020755077,2002.33,0.8,0,-17.17,-24.89,-42.07,-42.87,1700.95
2020/12/26,0,0.020755077,0.020755077,0,0,0,0,30.95,30.95,30.95,1731.9
2020/12/27,0,0.020755077,0.020755077,0,0,0,0,147.49,147.49,147.49,1879.39
2020/12/28,0,0.020755077,0.020755077,0,0,0,0,62.56,62.56,62.56,1941.95
2020/12/29,0,0.020755077,0.020755077,0,0,0,0,-20.59,-20.59,-20.59,1921.36
2020/12/30,0,0.020755077,0.020755077,0,0,0,0,30.45,30.45,30.45,1951.81
2020/12/31,0,0.020755077,0.020755077,0,0,0,0,3.03,3.03,3.03,1954.84
2021/1/1,0,0.020755077,0.020755077,0,0,0,0,-0.25,-0.25,-0.25,1954.59
2021/1/2,3,0.020755077,0.006583995,2994.74,1.2,0,-101.87,69.55,-32.32,-33.52,1921.07
2021/1/3,0,0.006583995,0.006583995,0,0,0,0,98.88,98.88,98.88,2019.95
2021/1/4,0,0.006583995,0.006583995,0,0,0,0,79.96,79.96,79.96,2099.91
2021/1/5,0,0.006583995,0.006583995,0,0,0,0,8.42,8.42,8.42,2108.33
2021/1/6,0,0.006583995,0.006583995,0,0,0,0,59.27,59.27,59.27,2167.6
2021/1/7,0,0.006583995,0.006583995,0,0,0,0,72.25,72.25,72.25,2239.85
2021/1/8,2,0.006583995,-0.010429752,1985.35,0.79,0,-86.11,-23.85,-109.95,-110.75,2129.1
2021/1/9,0,-0.010429752,-0.010429752,0,0,0,0,-4.92,-4.92,-4.92,2124.18
2021/1/10,2,-0.010429752,0.005392908,2002.74,0.8,0,62.8,-86.77,-23.96,-24.77,2099.41
2021/1/11,2,0.005392908,-0.010971695,1980.28,0.79,0,380.56,-176.82,203.74,202.94,2302.35
2021/1/12,2,-0.010971695,0.006795817,2005.58,0.8,0,-132.94,-83.85,-216.78,-217.58,2084.77
2021/1/13,0,0.006795817,0.006795817,0,0,0,0,12.44,12.44,12.44,2097.21
2021/1/14,0,0.006795817,0.006795817,0,0,0,0,96.15,96.15,96.15,2193.36
2021/1/15,0,0.006795817,0.006795817,0,0,0,0,-48.03,-48.03,-48.03,2145.33
2021/1/16,0,0.006795817,0.006795817,0,0,0,0,94.57,94.57,94.57,2239.9
2021/1/17,0,0.006795817,0.006795817,0,0,0,0,-26.76,-26.76,-26.76,2213.14
2021/1/18,0,0.006795817,0.006795817,0,0,0,0,-0.57,-0.57,-0.57,2212.57
2021/1/19,0,0.006795817,0.006795817,0,0,0,0,119.13,119.13,119.13,2331.7
2021/1/20,2,0.006795817,-0.008714552,1984.04,0.79,0,5.29,-96.21,-90.92,-91.71,2239.99
2021/1/21,2,-0.008714552,0.00602167,2002.15,0.8,0,-249.16,75.1,-174.06,-174.86,2065.13
2021/1/22,2,0.00602167,-0.012665378,1991.55,0.8,0,-314.28,26.7,-287.58,-288.38,1776.75
2021/1/23,0,-0.012665378,-0.012665378,0,0,0,0,3.5,3.5,3.5,1780.25
2021/1/24,2,-0.012665378,0.003190775,2001.47,0.8,0,95.95,-116.04,-20.09,-20.9,1759.35
2021/1/25,0,0.003190775,0.003190775,0,0,0,0,36.13,36.13,36.13,1795.48
2021/1/26,2,0.003190775,-0.011674251,1977.41,0.79,0,77.03,-50.28,26.75,25.96,1821.44
2021/1/27,2,-0.011674251,0.00308459,2006.85,0.8,0,-115.15,-3.88,-119.02,-119.83,1701.61
2021/1/28,0,0.00308459,0.00308459,0,0,0,0,21.98,21.98,21.98,1723.59
2021/1/29,0,0.00308459,0.00308459,0,0,0,0,14.04,14.04,14.04,1737.63
2021/1/30,0,0.00308459,0.00308459,0,0,0,0,-7.97,-7.97,-7.97,1729.66
2021/1/31,2,0.00308459,-0.012007586,1981.75,0.79,0,2.2,-18.83,-16.63,-17.42,1712.24
2021/2/1,0,-0.012007586,-0.012007586,0,0,0,0,11.11,11.11,11.11,1723.35
2021/2/2,2,-0.012007586,0.003019952,2004.31,0.8,0,142.22,-151.31,-9.09,-9.89,1713.46
2021/2/3,0,0.003019952,0.003019952,0,0,0,0,52.31,52.31,52.31,1765.77
2021/2/4,0,0.003019952,0.003019952,0,0,0,0,-5.61,-5.61,-5.61,1760.16
2021/2/5,0,0.003019952,0.003019952,0,0,0,0,48.98,48.98,48.98,1809.14
2021/2/6,0,0.003019952,0.003019952,0,0,0,0,-20.57,-20.57,-20.57,1788.57
2021/2/7,2,0.003019952,-0.009413451,1995.65,0.8,0,82.58,-41.82,40.76,39.96,1828.53
2021/2/8,2,-0.009413451,0.002955285,2002.56,0.8,0,146.85,-187.45,-40.6,-41.4,1787.13
2021/2/9,0,0.002955285,0.002955285,0,0,0,0,3.93,3.93,3.93,1791.06
2021/2/10,0,0.002955285,0.002955285,0,0,0,0,-10.53,-10.53,-10.53,1780.53
2021/2/11,0,0.002955285,0.002955285,0,0,0,0,25.18,25.18,25.18,1805.71
2021/2/12,0,0.002955285,0.002955285,0,0,0,0,-3.03,-3.03,-3.03,1802.68
2021/2/13,0,0.002955285,0.002955285,0,0,0,0,8.52,8.52,8.52,1811.2
2021/2/14,0,0.002955285,0.002955285,0,0,0,0,-4.86,-4.86,-4.86,1806.34
2021/2/15,2,0.002955285,-0.008385412,1995.1,0.8,0,-60.76,2.95,-57.81,-58.61,1747.73
2021/2/16,0,-0.008385412,-0.008385412,0,0,0,0,31.08,31.08,31.08,1778.81
2021/2/17,2,-0.008385412,0.002679717,2005.67,0.8,0,0.09,-30.96,-30.87,-31.67,1747.14
2021/2/18,0,0.002679717,0.002679717,0,0,0,0,26.34,26.34,26.34,1773.48
2021/2/19,0,0.002679717,0.002679717,0,0,0,0,6,6,6,1779.48
2021/2/20,0,0.002679717,0.002679717,0,0,0,0,12.8,12.8,12.8,1792.28
2021/2/21,2,0.002679717,-0.00774879,1990.84,0.8,0,-56.79,-4.73,-61.53,-62.32,1729.96
2021/2/22,0,-0.00774879,-0.00774879,0,0,0,0,178.84,178.84,178.84,1908.8
2021/2/23,0,-0.00774879,-0.00774879,0,0,0,0,122.7,122.7,122.7,2031.5
2021/2/24,0,-0.00774879,-0.00774879,0,0,0,0,-67.98,-67.98,-67.98,1963.52
2021/2/25,0,-0.00774879,-0.00774879,0,0,0,0,26.59,26.59,26.59,1990.11
2021/2/26,0,-0.00774879,-0.00774879,0,0,0,0,73.06,73.06,73.06,2063.17
2021/2/27,0,-0.00774879,-0.00774879,0,0,0,0,61.51,61.51,61.51,2124.68
2021/2/28,3,-0.00774879,-0.00183022,3008.19,1.2,0,-229.56,105.75,-123.81,-125.01,1999.67
2021/3/1,2,-0.00183022,0.012396757,2006.23,0.8,0,203.67,-43.13,160.54,159.74,2159.41
2021/3/2,0,0.012396757,0.012396757,0,0,0,0,1.2,1.2,1.2,2160.61
2021/3/3,3,0.012396757,0.005361763,2989.55,1.2,0,-140.2,60.04,-80.16,-81.36,2079.25
2021/3/4,0,0.005361763,0.005361763,0,0,0,0,-13.79,-13.79,-13.79,2065.46
2021/3/5,2,0.005361763,-0.007837814,1996.59,0.8,0,39.64,-50.62,-10.98,-11.78,2053.68
2021/3/6,2,-0.007837814,0.005099884,2001.15,0.8,0,-2.85,-48.57,-51.42,-52.22,2001.46
2021/3/7,0,0.005099884,0.005099884,0,0,0,0,55.87,55.87,55.87,2057.33
2021/3/8,0,0.005099884,0.005099884,0,0,0,0,45.55,45.55,45.55,2102.88
2021/3/9,0,0.005099884,0.005099884,0,0,0,0,46.52,46.52,46.52,2149.4
2021/3/10,0,0.005099884,0.005099884,0,0,0,0,0,0,0,2149.4
2021/3/11,2,0.005099884,-0.006207728,1991.45,0.8,0,-41.93,-18.56,-60.49,-61.29,2088.11
2021/3/12,0,-0.006207728,-0.006207728,0,0,0,0,13.37,13.37,13.37,2101.48
2021/3/13,2,-0.006207728,0.004735526,2001.27,0.8,0,55.91,-64.04,-8.13,-8.93,2092.55
2021/3/14,0,0.004735526,0.004735526,0,0,0,0,-9.88,-9.88,-9.88,2082.67
2021/3/15,2,0.004735526,-0.006354637,1993.4,0.8,0,33.81,-43.59,-9.77,-10.57,2072.1
2021/3/16,0,-0.006354637,-0.006354637,0,0,0,0,-24.52,-24.52,-24.52,2047.58
2021/3/17,0,-0.006354637,-0.006354637,0,0,0,0,19.83,19.83,19.83,2067.41
2021/3/18,2,-0.006354637,0.004747592,2002.49,0.8,0,21.78,-31.12,-9.34,-10.14,2057.27
2021/3/19,2,0.004747592,-0.006486533,1992.02,0.8,0,-56.38,0.04,-56.35,-57.14,2000.13
2021/3/20,2,-0.006486533,0.00427605,2006.04,0.8,0,-6.91,-22.12,-29.03,-29.83,1970.3
2021/3/21,2,0.00427605,-0.006725837,1996.49,0.8,0,26.9,-28.76,-1.86,-2.66,1967.64
2021/3/22,0,-0.006725837,-0.006725837,0,0,0,0,7.06,7.06,7.06,1974.7
2021/3/23,0,-0.006725837,-0.006725837,0,0,0,0,50.22,50.22,50.22,2024.92
2021/3/24,0,-0.006725837,-0.006725837,0,0,0,0,-12.56,-12.56,-12.56,2012.36
2021/3/25,0,-0.006725837,-0.006725837,0,0,0,0,85.17,85.17,85.17,2097.53
2021/3/26,0,-0.006725837,-0.006725837,0,0,0,0,-30.39,-30.39,-30.39,2067.14
2021/3/27,2,-0.006725837,0.005241111,2003.22,0.8,0,12.17,-28.13,-15.96,-16.77,2050.37
2021/3/28,0,0.005241111,0.005241111,0,0,0,0,13.39,13.39,13.39,2063.76
2021/3/29,4,0.005241111,0.004932504,4001.65,1.6,0,-62.65,42.85,-19.8,-21.4,2042.36
2021/3/30,0,0.004932504,0.004932504,0,0,0,0,19.87,19.87,19.87,2062.23
2021/3/31,2,0.004932504,-0.006193441,1989.41,0.8,0,-69.55,9.32,-60.23,-61.03,2001.2
2021/4/1,3,-0.006193441,0.009847973,3014.75,1.21,0,106.91,-59.09,47.82,46.61,2047.81
2021/4/2,0,0.009847973,0.009847973,0,0,0,0,129.21,129.21,129.21,2177.02
2021/4/3,0,0.009847973,0.009847973,0,0,0,0,-4.91,-4.91,-4.91,2172.11
2021/4/4,2,0.009847973,-0.000128632,1996.24,0.8,0,-77.89,6.68,-71.21,-72.01,2100.1
2021/4/5,2,-0.000128632,0.009286456,2001.81,0.8,0,-6.82,-0.51,-7.33,-8.13,2091.97
2021/4/6,0,0.009286456,0.009286456,0,0,0,0,-30.7,-30.7,-30.7,2061.27
2021/4/7,2,0.009286456,-0.000581219,1988.92,0.8,0,36.88,-99.97,-63.09,-63.89,1997.38
2021/4/8,2,-0.000581219,0.009142813,2002.57,0.8,0,2.01,-4.84,-2.83,-3.63,1993.75
2021/4/9,0,0.009142813,0.009142813,0,0,0,0,1.65,1.65,1.65,1995.4
2021/4/10,0,0.009142813,0.009142813,0,0,0,0,87.36,87.36,87.36,2082.76
2021/4/11,0,0.009142813,0.009142813,0,0,0,0,-6.3,-6.3,-6.3,2076.46
2021/4/12,0,0.009142813,0.009142813,0,0,0,0,-27.34,-27.34,-27.34,2049.12
2021/4/13,0,0.009142813,0.009142813,0,0,0,0,145.43,145.43,145.43,2194.55
2021/4/14,0,0.009142813,0.009142813,0,0,0,0,64.1,64.1,64.1,2258.65
2021/4/15,0,0.009142813,0.009142813,0,0,0,0,103.06,103.06,103.06,2361.71
2021/4/16,4,0.009142813,-0.007864426,3994.68,1.6,0,-139.38,-30.31,-169.69,-171.29,2190.42
2021/4/17,0,-0.007864426,-0.007864426,0,0,0,0,66.09,66.09,66.09,2256.51
2021/4/18,0,-0.007864426,-0.007864426,0,0,0,0,158.56,158.56,158.56,2415.07
2021/4/19,0,-0.007864426,-0.007864426,0,0,0,0,38.31,38.31,38.31,2453.38
2021/4/20,2,-0.007864426,0.001346306,2004.51,0.8,0,11.03,-72.24,-61.21,-62.01,2391.37
2021/4/21,0,0.001346306,0.001346306,0,0,0,0,34.17,34.17,34.17,2425.54
2021/4/22,0,0.001346306,0.001346306,0,0,0,0,22.89,22.89,22.89,2448.43
2021/4/23,2,0.001346306,-0.006785031,1978.11,0.79,0,80.04,-37.41,42.63,41.84,2490.27
2021/4/24,0,-0.006785031,-0.006785031,0,0,0,0,56.68,56.68,56.68,2546.95
2021/4/25,2,-0.006785031,0.001773572,2002.12,0.8,0,2.88,-62.38,-59.5,-60.3,2486.65
2021/4/26,4,0.001773572,0.001097477,3996.31,1.6,0,-179.79,29.55,-150.24,-151.84,2334.81
2021/4/27,0,0.001097477,0.001097477,0,0,0,0,17.2,17.2,17.2,2352.01
2021/4/28,0,0.001097477,0.001097477,0,0,0,0,1.91,1.91,1.91,2353.92
2021/4/29,0,0.001097477,0.001097477,0,0,0,0,10.41,10.41,10.41,2364.33
2021/4/30,2,0.001097477,-0.006292032,1994.42,0.8,0,-29.4,-4.33,-33.72,-34.52,2329.81
2021/5/1,2,-0.006292032,0.000906252,2006.13,0.8,0,58.09,-81.1,-23.01,-23.81,2306
2021/5/2,0,0.000906252,0.000906252,0,0,0,0,5.75,5.75,5.75,2311.75
2021/5/3,0,0.000906252,0.000906252,0,0,0,0,21.14,21.14,21.14,2332.89
2021/5/4,0,0.000906252,0.000906252,0,0,0,0,6.32,6.32,6.32,2339.21
2021/5/5,0,0.000906252,0.000906252,0,0,0,0,7.01,7.01,7.01,2346.22
2021/5/6,0,0.000906252,0.000906252,0,0,0,0,22.19,22.19,22.19,2368.41
2021/5/7,2,0.000906252,-0.004986257,1988.4,0.8,0,-111.67,0.71,-110.97,-111.76,2256.65
2021/5/8,2,-0.004986257,0.00047515,2003.98,0.8,0,-18.06,-36.05,-54.11,-54.91,2201.74
2021/5/9,0,0.00047515,0.00047515,0,0,0,0,11.51,11.51,11.51,2213.25
2021/5/10,0,0.00047515,0.00047515,0,0,0,0,13.4,13.4,13.4,2226.65
2021/5/11,2,0.00047515,-0.004546039,1989.97,0.8,0,-30.6,-6.48,-37.09,-37.88,2188.77
2021/5/12,2,-0.004546039,0.000169363,2002.72,0.8,0,-23.9,-78.37,-102.27,-103.07,2085.7
2021/5/13,2,0.000169363,-0.004850566,1989.53,0.8,0,106.59,-7.55,99.05,98.25,2183.95
2021/5/14,2,-0.004850566,9.57E-05,2004.77,0.8,0,39.08,-184.88,-145.81,-146.61,2037.34
2021/5/15,0,9.57E-05,9.57E-05,0,0,0,0,-2.43,-2.43,-2.43,2034.91
2021/5/16,2,9.57E-05,-0.00533558,1985.28,0.79,0,10.19,-2.31,7.88,7.09,2042
2021/5/17,0,-0.00533558,-0.00533558,0,0,0,0,184.71,184.71,184.71,2226.71
2021/5/18,2,-0.00533558,0.00037057,2003.45,0.8,0,-93.64,-30.2,-123.84,-124.64,2102.07
2021/5/19,3,0.00037057,0,3423.75,1.37,0,469.07,-22.09,446.98,445.61,2547.68
2021/5/20,0,0,0,0,0,0,0,0,0,0,2547.68
2021/5/21,0,0,0,0,0,0,0,0,0,0,2547.68
2021/5/22,0,0,0,0,0,0,0,0,0,0,2547.68
2021/5/23,1,0,-0.004720054,997.43,0.4,0,88.72,0,88.72,88.32,2636
2021/5/24,2,-0.004720054,0.004667062,2007.77,0.8,0,347.33,-275.5,71.84,71.03,2707.03
2021/5/25,0,0.004667062,0.004667062,0,0,0,0,47.44,47.44,47.44,2754.47
2021/5/26,0,0.004667062,0.004667062,0,0,0,0,63.84,63.84,63.84,2818.31
2021/5/27,0,0.004667062,0.004667062,0,0,0,0,27.51,27.51,27.51,2845.82
2021/5/28,2,0.004667062,-0.002828291,1986.89,0.79,0,69.41,-115.76,-46.34,-47.14,2798.68
2021/5/29,0,-0.002828291,-0.002828291,0,0,0,0,64.78,64.78,64.78,2863.46
2021/5/30,2,-0.002828291,0.005365911,2004.45,0.8,0,-52.21,-15.07,-67.29,-68.09,2795.37
2021/5/31,0,0.005365911,0.005365911,0,0,0,0,137.09,137.09,137.09,2932.46
2021/6/1,0,0.005365911,0.005365911,0,0,0,0,-37.76,-37.76,-37.76,2894.7
2021/6/2,0,0.005365911,0.005365911,0,0,0,0,119.9,119.9,119.9,3014.6
2021/6/3,0,0.005365911,0.005365911,0,0,0,0,-0.9,-0.9,-0.9,3013.7
2021/6/4,2,0.005365911,-0.002160724,1995.55,0.8,0,-3.91,-71.28,-75.18,-75.98,2937.72
2021/6/5,2,-0.002160724,0.005012414,2001.08,0.8,0,-97.28,0.53,-96.75,-97.55,2840.17
2021/6/6,0,0.005012414,0.005012414,0,0,0,0,33.03,33.03,33.03,2873.2
2021/6/7,0,0.005012414,0.005012414,0,0,0,0,31.66,31.66,31.66,2904.86
2021/6/8,2,0.005012414,-0.002417917,1985.47,0.79,0,220.96,-204.7,16.26,15.46,2920.32
2021/6/9,2,-0.002417917,0.005407912,2009.96,0.8,0,-2.05,-46.18,-48.23,-49.04,2871.28
2021/6/10,0,0.005407912,0.005407912,0,0,0,0,-29.2,-29.2,-29.2,2842.08
2021/6/11,2,0.005407912,-0.002779415,1989.91,0.8,0,12.04,-51.91,-39.87,-40.66,2801.42
2021/6/12,0,-0.002779415,-0.002779415,0,0,0,0,6.47,6.47,6.47,2807.89
2021/6/13,0,-0.002779415,-0.002779415,0,0,0,0,11.73,11.73,11.73,2819.62
2021/6/14,2,-0.002779415,0.005583922,2005.54,0.8,0,148.64,-62.66,85.98,85.18,2904.8
2021/6/15,0,0.005583922,0.005583922,0,0,0,0,-13.78,-13.78,-13.78,2891.02
2021/6/16,2,0.005583922,-0.002465501,1995.48,0.8,0,50.75,-75.43,-24.68,-25.47,2865.55
2021/6/17,0,-0.002465501,-0.002465501,0,0,0,0,-0.01,-0.01,-0.01,2865.54
2021/6/18,0,-0.002465501,-0.002465501,0,0,0,0,49.56,49.56,49.56,2915.1
2021/6/19,0,-0.002465501,-0.002465501,0,0,0,0,-7.54,-7.54,-7.54,2907.56
2021/6/20,0,-0.002465501,-0.002465501,0,0,0,0,33.66,33.66,33.66,2941.22
2021/6/21,4,-0.002465501,-0.003381095,3998.25,1.6,0,-196.51,31.13,-165.39,-166.99,2774.23
2021/6/22,0,-0.003381095,-0.003381095,0,0,0,0,42.01,42.01,42.01,2816.24
2021/6/23,2,-0.003381095,0.006796038,2014.16,0.81,0,-4.68,-39.2,-43.88,-44.69,2771.55
2021/6/24,0,0.006796038,0.006796038,0,0,0,0,7.28,7.28,7.28,2778.83
2021/6/25,2,0.006796038,-0.003686692,1995.99,0.8,0,82.65,-108.72,-26.08,-26.88,2751.95
2021/6/26,0,-0.003686692,-0.003686692,0,0,0,0,17.4,17.4,17.4,2769.35
2021/6/27,2,-0.003686692,0.007286944,2018.76,0.81,0,3.64,-23.95,-20.3,-21.11,2748.24
2021/6/28,0,0.007286944,0.007286944,0,0,0,0,198.15,198.15,198.15,2946.39
2021/6/29,0,0.007286944,0.007286944,0,0,0,0,74.12,74.12,74.12,3020.51
2021/6/30,2,0.007286944,-0.002148131,1992.48,0.8,0,8.11,-82.66,-74.54,-75.34,2945.17
2021/7/1,2,-0.002148131,0.007132913,2010.29,0.8,0,-45.02,-3.08,-48.1,-48.9,2896.27
2021/7/2,0,0.007132913,0.007132913,0,0,0,0,4.24,4.24,4.24,2900.51
2021/7/3,0,0.007132913,0.007132913,0,0,0,0,72.09,72.09,72.09,2972.6
2021/7/4,0,0.007132913,0.007132913,0,0,0,0,75.01,75.01,75.01,3047.61
2021/7/5,2,0.007132913,-0.001712065,1974.63,0.79,0,23.43,-88.22,-64.79,-65.58,2982.03
2021/7/6,2,-0.001712065,0.007049911,2008.31,0.8,0,11.26,-16.94,-5.68,-6.48,2975.55
2021/7/7,0,0.007049911,0.007049911,0,0,0,0,26.04,26.04,26.04,3001.59
2021/7/8,2,0.007049911,-0.001764195,1990.1,0.8,0,75.03,-119.24,-44.2,-45,2956.59
2021/7/9,0,-0.001764195,-0.001764195,0,0,0,0,0.16,0.16,0.16,2956.75
2021/7/10,0,-0.001764195,-0.001764195,0,0,0,0,9.4,9.4,9.4,2966.15
2021/7/11,0,-0.001764195,-0.001764195,0,0,0,0,-4.63,-4.63,-4.63,2961.52
2021/7/12,0,-0.001764195,-0.001764195,0,0,0,0,10.22,10.22,10.22,2971.74
2021/7/13,0,-0.001764195,-0.001764195,0,0,0,0,15.7,15.7,15.7,2987.44
2021/7/14,0,-0.001764195,-0.001764195,0,0,0,0,0.49,0.49,0.49,2987.93
2021/7/15,0,-0.001764195,-0.001764195,0,0,0,0,14.42,14.42,14.42,3002.35
2021/7/16,0,-0.001764195,-0.001764195,0,0,0,0,-3.6,-3.6,-3.6,2998.75
2021/7/17,0,-0.001764195,-0.001764195,0,0,0,0,8.45,8.45,8.45,3007.2
2021/7/18,2,-0.001764195,0.008679669,2010.95,0.8,0,-37.42,-0.67,-38.09,-38.89,2968.31
2021/7/19,2,0.008679669,-0.002154567,1972.38,0.79,0,1.52,-61.23,-59.71,-60.5,2907.81
2021/7/20,0,-0.002154567,-0.002154567,0,0,0,0,3.28,3.28,3.28,2911.09
